dateBuyOrderPlaced,ticker,dateBuyOrderFilled,dateSellOrderPlaced,dateSellOrderFilled,units,buyOrderPrice,purchasePrice,sellOrderPrice,sellPrice,NetChange
1982-01-05,WMT,1982-01-05 00:00:00,1982-02-16 00:00:00,1982-02-16 00:00:00,61479.0,0.244,0.244,0.244,0.244,0.0
1982-01-05,LMT,1982-01-05 00:00:00,1982-02-16 00:00:00,1982-02-16 00:00:00,4272.0,3.511,3.459,3.899,3.899,1879.6799999999998
1982-02-17,WMT,1982-02-17 00:00:00,1982-03-30 00:00:00,1982-03-30 00:00:00,62500.0,0.24,0.244,0.252,0.252,500.00000000000045
1982-02-17,LMT,1982-02-17 00:00:00,1982-03-30 00:00:00,1982-03-30 00:00:00,3851.0,3.895,3.937,3.563,3.563,-1440.2739999999988
1982-03-31,WMT,1982-03-31 00:00:00,1982-05-12 00:00:00,1982-05-12 00:00:00,58594.0,0.256,0.26,0.301,0.293,1933.6019999999985
1982-03-31,LMT,1982-03-31 00:00:00,1982-05-12 00:00:00,1982-05-12 00:00:00,4190.0,3.58,3.593,4.049,4.041,1877.1200000000017
1982-05-13,WMT,1982-05-13 00:00:00,1982-06-24 00:00:00,1982-06-24 00:00:00,50847.0,0.295,0.293,0.285,0.293,0.0
1982-05-13,LMT,1982-05-13 00:00:00,1982-06-24 00:00:00,1982-06-24 00:00:00,3782.0,3.966,3.907,3.929,3.929,83.20399999999924
1982-06-25,WMT,1982-06-25 00:00:00,1982-08-06 00:00:00,1982-08-06 00:00:00,50505.0,0.297,0.301,0.285,0.293,-404.04000000000036
1982-06-25,LMT,1982-06-25 00:00:00,1982-08-06 00:00:00,1982-08-06 00:00:00,3827.0,3.92,3.914,4.235,4.235,1228.4670000000006
1982-08-09,WMT,1982-08-09 00:00:00,1982-09-20 00:00:00,1982-09-20 00:00:00,50847.0,0.295,0.293,0.399,0.399,5389.782000000002
1982-08-09,LMT,1982-08-09 00:00:00,1982-09-20 00:00:00,1982-09-20 00:00:00,3592.0,4.176,4.116,5.274,5.274,4159.536000000001
1982-09-21,WMT,1982-09-21 00:00:00,1982-11-01 00:00:00,1982-11-01 00:00:00,38071.0,0.394,0.39,0.455,0.455,2474.6150000000002
1982-09-21,LMT,1982-09-21 00:00:00,1982-11-01 00:00:00,1982-11-01 00:00:00,2853.0,5.257,5.274,5.842,5.842,1620.503999999999
1982-11-02,WMT,1982-11-02 00:00:00,1982-12-14 00:00:00,1982-12-14 00:00:00,32967.0,0.455,0.464,0.553,0.569,3461.5349999999976
1982-11-02,LMT,1982-11-02 00:00:00,1982-12-14 00:00:00,1982-12-14 00:00:00,2580.0,5.815,5.842,5.767,5.767,-193.49999999999818
1982-12-15,WMT,1982-12-15 00:00:00,1983-01-26 00:00:00,1983-01-26 00:00:00,26738.0,0.561,0.545,0.537,0.537,-213.9040000000002
1982-12-15,IBM,1982-12-15 00:00:00,1983-01-26 00:00:00,1983-01-26 00:00:00,842.0,17.82,17.355,18.433,18.341,830.2120000000006
1983-01-27,WMT,1983-01-27 00:00:00,1983-03-10 00:00:00,1983-03-10 00:00:00,27829.0,0.539,0.553,0.618,0.61,1586.2529999999983
1983-01-27,LMT,1983-01-27 00:00:00,1983-03-10 00:00:00,1983-03-10 00:00:00,2305.0,6.508,6.559,7.403,7.433,2014.5699999999993
1983-03-11,WMT,1983-03-11 00:00:00,1983-04-22 00:00:00,1983-04-22 00:00:00,24510.0,0.612,0.601,0.707,0.707,2598.0599999999995
1983-03-11,LMT,1983-03-11 00:00:00,1983-04-22 00:00:00,1983-04-22 00:00:00,2003.0,7.487,7.492,8.912,8.918,2856.2779999999984
1983-04-25,WMT,1983-04-25 00:00:00,1983-06-06 00:00:00,1983-06-06 00:00:00,21127.0,0.71,0.716,0.837,0.837,2556.3669999999997
1983-04-25,LMT,1983-04-25 00:00:00,1983-06-06 00:00:00,1983-06-06 00:00:00,1640.0,9.144,9.367,8.896,8.896,-772.4400000000002
1983-06-07,WMT,1983-06-07 00:00:00,1983-07-19 00:00:00,1983-07-19 00:00:00,17483.0,0.858,0.878,0.96,0.984,1853.1979999999996
1983-06-07,BA,1983-06-07 00:00:00,1983-07-19 00:00:00,1983-07-19 00:00:00,2950.0,5.084,5.129,5.137,5.137,23.600000000000023
1983-07-20,WMT,1983-07-20 00:00:00,1983-08-30 00:00:00,1983-08-30 00:00:00,15121.0,0.992,1.0,0.886,0.894,-1602.8259999999998
1983-07-20,BA,1983-07-20 00:00:00,1983-08-30 00:00:00,1983-08-30 00:00:00,2925.0,5.129,5.17,4.3,4.332,-2451.15
1983-08-31,WMT,1983-08-31 00:00:00,1983-10-12 00:00:00,1983-10-12 00:00:00,16538.0,0.907,0.903,1.008,1.0,1604.1859999999997
1983-08-31,INTC,1983-08-31 00:00:00,1983-10-12 00:00:00,1983-10-12 00:00:00,24272.0,0.618,0.621,0.691,0.691,1699.0399999999988
1983-10-13,INTC,1983-10-13 00:00:00,1983-11-23 00:00:00,1983-11-23 00:00:00,22157.0,0.677,0.667,0.683,0.683,354.51200000000034
1983-10-13,HD,1983-10-13 00:00:00,1983-11-23 00:00:00,1983-11-23 00:00:00,29412.0,0.51,0.5,0.426,0.434,-1941.192
1983-11-25,INTC,1983-11-25 00:00:00,1984-01-09 00:00:00,1984-01-09 00:00:00,22222.0,0.675,0.675,0.683,0.683,177.77600000000015
1983-11-25,HD,1983-11-25 00:00:00,1984-01-09 00:00:00,1984-01-09 00:00:00,33937.0,0.438,0.442,0.459,0.459,576.9290000000005
1984-01-10,INTC,1984-01-10 00:00:00,1984-02-21 00:00:00,1984-02-21 00:00:00,21834.0,0.687,0.683,0.514,0.514,-3689.946000000001
1984-01-10,HD,1984-01-10 00:00:00,1984-02-21 00:00:00,1984-02-21 00:00:00,32823.0,0.457,0.459,0.327,0.327,-4332.636
1984-02-22,INTC,1984-02-22 00:00:00,1984-04-03 00:00:00,1984-04-03 00:00:00,28846.0,0.52,0.522,0.552,0.552,865.3800000000008
1984-02-22,C,1984-02-22 00:00:00,1984-04-03 00:00:00,1984-04-03 00:00:00,837.0,17.916,17.66,17.378,17.285,-313.875
1984-04-04,INTC,1984-04-04 00:00:00,1984-05-16 00:00:00,1984-05-16 00:00:00,27726.0,0.541,0.529,0.545,0.545,443.6160000000004
1984-04-04,C,1984-04-04 00:00:00,1984-05-16 00:00:00,1984-05-16 00:00:00,868.0,17.286,17.195,16.544,16.636,-485.2120000000009
1984-05-17,INTC,1984-05-17 00:00:00,1984-06-28 00:00:00,1984-06-28 00:00:00,27624.0,0.543,0.537,0.468,0.468,-1906.0560000000003
1984-05-17,XOM,1984-05-17 00:00:00,1984-06-28 00:00:00,1984-06-28 00:00:00,3914.0,3.832,3.843,3.573,3.58,-1029.3819999999996
1984-06-29,MO,1984-06-29 00:00:00,1984-08-10 00:00:00,1984-08-10 00:00:00,70423.0,0.213,0.21,0.236,0.236,1830.9979999999996
1984-06-29,PEP,1984-06-29 00:00:00,1984-08-10 00:00:00,1984-08-10 00:00:00,8537.0,1.757,1.76,1.799,1.853,793.9409999999998
1984-08-13,BMY,1984-08-13 00:00:00,1984-09-24 00:00:00,1984-09-24 00:00:00,5887.0,2.548,2.507,2.438,2.431,-447.4120000000004
1984-08-13,MCD,1984-08-13 00:00:00,1984-09-24 00:00:00,1984-09-24 00:00:00,6682.0,2.245,2.222,2.152,2.144,-521.195999999999
1984-09-25,BA,1984-09-25 00:00:00,1984-11-05 00:00:00,1984-11-05 00:00:00,2319.0,6.468,6.405,6.933,6.884,1110.8010000000002
1984-09-25,PEP,1984-09-25 00:00:00,1984-11-05 00:00:00,1984-11-05 00:00:00,8408.0,1.784,1.776,1.83,1.838,521.2960000000005
1984-11-06,BA,1984-11-06 00:00:00,1984-12-18 00:00:00,1984-12-18 00:00:00,2187.0,6.86,6.828,6.348,6.462,-800.4420000000011
1984-11-06,MO,1984-11-06 00:00:00,1984-12-18 00:00:00,1984-12-18 00:00:00,58824.0,0.255,0.255,0.249,0.249,-352.9440000000003
1984-12-19,JPM,1984-12-19 00:00:00,1985-01-31 00:00:00,1985-01-31 00:00:00,3502.0,4.283,4.277,4.596,4.547,945.5399999999985
1984-12-19,DIS,1984-12-19 00:00:00,1985-01-31 00:00:00,1985-01-31 00:00:00,15182.0,0.988,1.001,1.214,1.214,3233.766000000001
1985-02-01,BA,1985-02-01 00:00:00,1985-03-15 00:00:00,1985-03-15 00:00:00,2053.0,7.305,7.299,7.34,7.34,84.17299999999894
1985-02-01,DIS,1985-02-01 00:00:00,1985-03-15 00:00:00,1985-03-15 00:00:00,12245.0,1.225,1.222,1.267,1.267,551.0249999999992
1985-03-18,LMT,1985-03-18 00:00:00,1985-04-29 00:00:00,1985-04-29 00:00:00,1387.0,10.818,10.837,10.897,10.636,-278.7870000000007
1985-03-18,BA,1985-03-18 00:00:00,1985-04-29 00:00:00,1985-04-29 00:00:00,2056.0,7.297,7.258,7.299,7.267,18.5040000000007
1985-04-30,BA,1985-04-30 00:00:00,1985-06-11 00:00:00,1985-06-11 00:00:00,2082.0,7.206,7.169,7.95,7.933,1590.6480000000006
1985-04-30,MO,1985-04-30 00:00:00,1985-06-11 00:00:00,1985-06-11 00:00:00,51195.0,0.293,0.281,0.288,0.288,358.36499999999745
1985-06-12,BA,1985-06-12 00:00:00,1985-07-24 00:00:00,1985-07-24 00:00:00,1895.0,7.915,7.95,8.592,8.502,1046.0400000000009
1985-06-12,JPM,1985-06-12 00:00:00,1985-07-24 00:00:00,1985-07-24 00:00:00,2934.0,5.113,5.137,5.28,5.264,372.618000000002
1985-07-25,JPM,1985-07-25 00:00:00,1985-09-05 00:00:00,1985-09-05 00:00:00,2875.0,5.217,5.169,4.993,5.01,-457.12499999999943
1985-07-25,PFE,1985-07-25 00:00:00,1985-09-05 00:00:00,1985-09-05 00:00:00,14058.0,1.067,1.052,0.993,1.0,-731.0160000000006
1985-09-06,JPM,1985-09-06 00:00:00,1985-10-18 00:00:00,1985-10-18 00:00:00,2996.0,5.006,4.993,5.042,5.042,146.80399999999847
1985-09-06,DIS,1985-09-06 00:00:00,1985-10-18 00:00:00,1985-10-18 00:00:00,10281.0,1.459,1.462,1.506,1.506,452.3640000000004
1985-10-21,DIS,1985-10-21 00:00:00,1985-12-02 00:00:00,1985-12-02 00:00:00,9960.0,1.506,1.497,1.656,1.648,1503.959999999998
1985-10-21,LLY,1985-10-21 00:00:00,1985-12-02 00:00:00,1985-12-02 00:00:00,3613.0,4.152,4.164,4.8,4.793,2272.5770000000016
1985-12-03,DIS,1985-12-03 00:00:00,1986-01-15 00:00:00,1986-01-15 00:00:00,9163.0,1.637,1.63,2.055,2.073,4059.2090000000007
1985-12-03,MDT,1985-12-03 00:00:00,1986-01-15 00:00:00,1986-01-15 00:00:00,30550.0,0.491,0.491,0.515,0.515,733.2000000000006
1986-01-16,DIS,1986-01-16 00:00:00,1986-02-27 00:00:00,1986-02-27 00:00:00,7306.0,2.053,2.046,2.206,2.206,1168.960000000001
1986-01-16,MDT,1986-01-16 00:00:00,1986-02-27 00:00:00,1986-02-27 00:00:00,29240.0,0.513,0.515,0.64,0.64,3655.0
1986-02-28,MDT,1986-02-28 00:00:00,1986-04-11 00:00:00,1986-04-11 00:00:00,23585.0,0.636,0.632,0.74,0.74,2547.18
1986-02-28,DD,1986-02-28 00:00:00,1986-04-11 00:00:00,1986-04-11 00:00:00,2457.0,6.104,6.207,6.348,6.381,427.51800000000094
1986-04-14,DIS,1986-04-14 00:00:00,1986-05-23 00:00:00,1986-05-23 00:00:00,5480.0,2.737,2.746,3.083,3.109,1989.24
1986-04-14,MDT,1986-04-14 00:00:00,1986-05-23 00:00:00,1986-05-23 00:00:00,20270.0,0.74,0.74,0.79,0.79,1013.5000000000009
1986-05-27,DIS,1986-05-27 00:00:00,1986-07-08 00:00:00,1986-07-08 00:00:00,4808.0,3.12,3.136,3.357,3.278,682.7359999999995
1986-05-27,MDT,1986-05-27 00:00:00,1986-07-08 00:00:00,1986-07-08 00:00:00,19036.0,0.788,0.79,0.898,0.889,1884.5639999999996
1986-07-09,DIS,1986-07-09 00:00:00,1986-08-19 00:00:00,1986-08-19 00:00:00,4601.0,3.26,3.322,3.083,3.1,-1021.4219999999999
1986-07-09,MDT,1986-07-09 00:00:00,1986-08-19 00:00:00,1986-08-19 00:00:00,17361.0,0.864,0.856,0.998,0.998,2465.262
1986-08-20,DIS,1986-08-20 00:00:00,1986-10-01 00:00:00,1986-10-01 00:00:00,4894.0,3.065,3.056,2.667,2.684,-1820.5679999999995
1986-08-20,MDT,1986-08-20 00:00:00,1986-10-01 00:00:00,1986-10-01 00:00:00,14970.0,1.002,0.998,0.898,0.898,-1496.9999999999998
1986-10-02,AMGN,1986-10-02 00:00:00,1986-11-12 00:00:00,1986-11-12 00:00:00,48860.0,0.307,0.313,0.396,0.396,4055.380000000001
1986-10-02,AAPL,1986-10-02 00:00:00,1986-11-12 00:00:00,1986-11-12 00:00:00,28517.0,0.526,0.525,0.551,0.556,884.0270000000008
1986-11-13,MDT,1986-11-13 00:00:00,1986-12-26 00:00:00,1986-12-26 00:00:00,14970.0,1.002,1.006,0.906,0.914,-1377.2399999999996
1986-11-13,AMGN,1986-11-13 00:00:00,1986-12-26 00:00:00,1986-12-26 00:00:00,37688.0,0.398,0.396,0.396,0.396,0.0
1986-12-29,MDT,1986-12-29 00:00:00,1987-02-09 00:00:00,1987-02-09 00:00:00,16484.0,0.91,0.898,0.923,0.923,412.10000000000036
1986-12-29,AAPL,1986-12-29 00:00:00,1987-02-09 00:00:00,1987-02-09 00:00:00,23292.0,0.644,0.637,0.839,0.822,4309.019999999999
1987-02-10,AMGN,1987-02-10 00:00:00,1987-03-24 00:00:00,1987-03-24 00:00:00,28304.0,0.522,0.544,0.701,0.701,4443.727999999997
1987-02-10,AAPL,1987-02-10 00:00:00,1987-03-24 00:00:00,1987-03-24 00:00:00,18293.0,0.82,0.815,1.048,1.053,4353.7339999999995
1987-03-25,AMGN,1987-03-25 00:00:00,1987-05-06 00:00:00,1987-05-06 00:00:00,21277.0,0.705,0.709,0.709,0.701,-170.21600000000015
1987-03-25,AAPL,1987-03-25 00:00:00,1987-05-06 00:00:00,1987-05-06 00:00:00,14368.0,1.044,1.034,1.248,1.252,3132.2239999999997
1987-05-07,AAPL,1987-05-07 00:00:00,1987-06-18 00:00:00,1987-06-18 00:00:00,11990.0,1.251,1.239,1.26,1.253,167.85999999999748
1987-05-07,MRK,1987-05-07 00:00:00,1987-06-18 00:00:00,1987-06-18 00:00:00,3192.0,4.699,4.649,5.005,4.99,1088.4720000000007
1987-06-19,INTC,1987-06-19 00:00:00,1987-07-31 00:00:00,1987-07-31 00:00:00,22288.0,0.673,0.675,0.767,0.775,2228.7999999999997
1987-06-19,AAPL,1987-06-19 00:00:00,1987-07-31 00:00:00,1987-07-31 00:00:00,11609.0,1.269,1.292,1.292,1.284,-92.87200000000009
1987-08-03,INTC,1987-08-03 00:00:00,1987-09-14 00:00:00,1987-09-14 00:00:00,19608.0,0.765,0.752,0.867,0.867,2254.9199999999996
1987-08-03,AAPL,1987-08-03 00:00:00,1987-09-14 00:00:00,1987-09-14 00:00:00,11628.0,1.29,1.276,1.698,1.707,5011.668000000001
1987-09-15,INTC,1987-09-15 00:00:00,1987-10-26 00:00:00,1987-10-26 00:00:00,17301.0,0.867,0.859,0.529,0.514,-5968.844999999999
1987-09-15,AAPL,1987-09-15 00:00:00,1987-10-26 00:00:00,1987-10-26 00:00:00,8923.0,1.681,1.652,1.107,1.075,-5148.571
1987-10-27,INTC,1987-10-27 00:00:00,1987-12-08 00:00:00,1987-12-08 00:00:00,31646.0,0.474,0.445,0.537,0.545,3164.6000000000013
1987-10-27,AAPL,1987-10-27 00:00:00,1987-12-08 00:00:00,1987-12-08 00:00:00,15385.0,0.975,0.92,1.029,1.045,1923.1249999999982
1987-12-09,INTC,1987-12-09 00:00:00,1988-01-21 00:00:00,1988-01-21 00:00:00,26088.0,0.558,0.575,0.537,0.545,-782.6399999999978
1987-12-09,AAPL,1987-12-09 00:00:00,1988-01-21 00:00:00,1988-01-21 00:00:00,13953.0,1.061,1.075,1.239,1.261,2595.2579999999994
1988-01-22,HD,1988-01-22 00:00:00,1988-03-04 00:00:00,1988-03-04 00:00:00,31315.0,0.479,0.483,0.655,0.647,5135.660000000001
1988-01-22,AAPL,1988-01-22 00:00:00,1988-03-04 00:00:00,1988-03-04 00:00:00,11971.0,1.253,1.261,1.449,1.434,2070.9830000000006
1988-03-07,HD,1988-03-07 00:00:00,1988-04-18 00:00:00,1988-04-18 00:00:00,23401.0,0.641,0.63,0.647,0.647,397.81700000000035
1988-03-07,CAT,1988-03-07 00:00:00,1988-04-18 00:00:00,1988-04-18 00:00:00,3035.0,4.942,4.93,4.74,4.7,-698.0499999999986
1988-04-19,HD,1988-04-19 00:00:00,1988-05-31 00:00:00,1988-05-31 00:00:00,22322.0,0.653,0.672,0.623,0.63,-937.5240000000008
1988-04-19,CAT,1988-04-19 00:00:00,1988-05-31 00:00:00,1988-05-31 00:00:00,3139.0,4.73,4.779,4.637,4.637,-445.7380000000011
1988-06-01,BA,1988-06-01 00:00:00,1988-07-13 00:00:00,1988-07-13 00:00:00,1568.0,9.569,9.698,10.33,10.29,928.255999999998
1988-06-01,CAT,1988-06-01 00:00:00,1988-07-13 00:00:00,1988-07-13 00:00:00,3124.0,4.716,4.803,4.954,4.954,471.72399999999936
1988-07-14,BA,1988-07-14 00:00:00,1988-08-24 00:00:00,1988-08-24 00:00:00,1444.0,10.388,10.42,9.981,9.981,-633.916
1988-07-14,MSFT,1988-07-14 00:00:00,1988-08-24 00:00:00,1988-08-24 00:00:00,43987.0,0.337,0.341,0.251,0.251,-3958.8300000000013
1988-08-25,BA,1988-08-25 00:00:00,1988-10-06 00:00:00,1988-10-06 00:00:00,1475.0,10.172,10.11,11.321,11.321,1786.2250000000004
1988-08-25,WFC,1988-08-25 00:00:00,1988-10-06 00:00:00,1988-10-06 00:00:00,10067.0,1.49,1.498,1.545,1.537,392.6129999999992
1988-10-07,BA,1988-10-07 00:00:00,1988-11-17 00:00:00,1988-11-17 00:00:00,1324.0,11.332,11.389,10.727,10.841,-725.552
1988-10-07,BAC,1988-10-07 00:00:00,1988-11-17 00:00:00,1988-11-17 00:00:00,3825.0,3.922,3.924,3.607,3.643,-1074.8250000000005
1988-11-18,BA,1988-11-18 00:00:00,1989-01-03 00:00:00,1989-01-03 00:00:00,1380.0,10.868,10.972,10.689,10.702,-372.5999999999994
1988-11-18,ADBE,1988-11-18 00:00:00,1989-01-03 00:00:00,1989-01-03 00:00:00,11981.0,1.252,1.25,1.44,1.47,2635.8199999999997
1989-01-04,HD,1989-01-04 00:00:00,1989-02-14 00:00:00,1989-02-14 00:00:00,17964.0,0.835,0.827,0.844,0.844,305.38800000000026
1989-01-04,ADBE,1989-01-04 00:00:00,1989-02-14 00:00:00,1989-02-14 00:00:00,10309.0,1.455,1.46,1.34,1.34,-1237.0799999999988
1989-02-15,BAC,1989-02-15 00:00:00,1989-03-30 00:00:00,1989-03-30 00:00:00,3387.0,4.429,4.413,5.111,5.084,2272.676999999998
1989-02-15,ADBE,1989-02-15 00:00:00,1989-03-30 00:00:00,1989-03-30 00:00:00,11538.0,1.3,1.26,1.26,1.25,-115.38000000000011
1989-03-31,JPM,1989-03-31 00:00:00,1989-05-11 00:00:00,1989-05-11 00:00:00,2609.0,5.749,5.918,5.687,5.671,-644.4229999999997
1989-03-31,BAC,1989-03-31 00:00:00,1989-05-11 00:00:00,1989-05-11 00:00:00,2939.0,5.104,4.939,5.628,5.664,2130.774999999999
1989-05-12,MO,1989-05-12 00:00:00,1989-06-23 00:00:00,1989-06-23 00:00:00,15291.0,0.981,0.995,1.054,1.061,1009.2059999999992
1989-05-12,BAC,1989-05-12 00:00:00,1989-06-23 00:00:00,1989-06-23 00:00:00,2663.0,5.632,5.582,6.778,6.761,3139.6770000000006
1989-06-26,MO,1989-06-26 00:00:00,1989-08-07 00:00:00,1989-08-07 00:00:00,13993.0,1.072,1.087,1.238,1.231,2014.9920000000018
1989-06-26,BAC,1989-06-26 00:00:00,1989-08-07 00:00:00,1989-08-07 00:00:00,2206.0,6.801,6.869,7.721,7.749,1941.2799999999997
1989-08-08,DIS,1989-08-08 00:00:00,1989-09-19 00:00:00,1989-09-19 00:00:00,1895.0,7.802,7.919,7.99,8.043,234.97999999999936
1989-08-08,BAC,1989-08-08 00:00:00,1989-09-19 00:00:00,1989-09-19 00:00:00,1924.0,7.776,7.793,7.34,7.34,-871.5720000000006
1989-09-20,HD,1989-09-20 00:00:00,1989-10-31 00:00:00,1989-10-31 00:00:00,10791.0,1.39,1.409,1.335,1.343,-712.2060000000006
1989-09-20,NKE,1989-09-20 00:00:00,1989-10-31 00:00:00,1989-10-31 00:00:00,21097.0,0.711,0.725,0.716,0.721,-84.38800000000008
1989-11-01,DIS,1989-11-01 00:00:00,1989-12-13 00:00:00,1989-12-13 00:00:00,1764.0,8.502,8.521,8.893,8.938,735.5879999999996
1989-11-01,NKE,1989-11-01 00:00:00,1989-12-13 00:00:00,1989-12-13 00:00:00,20054.0,0.732,0.748,0.642,0.644,-2085.6159999999995
1989-12-14,DIS,1989-12-14 00:00:00,1990-01-26 00:00:00,1990-01-26 00:00:00,1676.0,8.949,8.956,7.175,7.228,-2896.1279999999997
1989-12-14,NKE,1989-12-14 00:00:00,1990-01-26 00:00:00,1990-01-26 00:00:00,23885.0,0.628,0.613,0.644,0.642,692.6650000000006
1990-01-29,HD,1990-01-29 00:00:00,1990-03-12 00:00:00,1990-03-12 00:00:00,10163.0,1.476,1.466,1.744,1.736,2744.01
1990-01-29,NKE,1990-01-29 00:00:00,1990-03-12 00:00:00,1990-03-12 00:00:00,23256.0,0.645,0.646,0.743,0.741,2209.3199999999993
1990-03-13,MSFT,1990-03-13 00:00:00,1990-04-24 00:00:00,1990-04-24 00:00:00,27726.0,0.541,0.552,0.6,0.6,1330.8479999999981
1990-03-13,ORCL,1990-03-13 00:00:00,1990-04-24 00:00:00,1990-04-24 00:00:00,27422.0,0.547,0.554,0.357,0.357,-5402.134000000002
1990-04-25,MSFT,1990-04-25 00:00:00,1990-06-06 00:00:00,1990-06-06 00:00:00,25510.0,0.588,0.592,0.738,0.738,3724.4600000000005
1990-04-25,NKE,1990-04-25 00:00:00,1990-06-06 00:00:00,1990-06-06 00:00:00,18519.0,0.81,0.819,0.956,0.954,2500.065
1990-06-07,HD,1990-06-07 00:00:00,1990-07-19 00:00:00,1990-07-19 00:00:00,6353.0,2.361,2.342,2.383,2.318,-152.47200000000012
1990-06-07,MSFT,1990-06-07 00:00:00,1990-07-19 00:00:00,1990-07-19 00:00:00,20270.0,0.74,0.738,0.771,0.762,486.4800000000004
1990-07-20,MSFT,1990-07-20 00:00:00,1990-08-30 00:00:00,1990-08-30 00:00:00,19256.0,0.767,0.779,0.608,0.616,-3138.7280000000005
1990-07-20,NKE,1990-07-20 00:00:00,1990-08-30 00:00:00,1990-08-30 00:00:00,13393.0,1.101,1.12,0.795,0.801,-4272.367000000001
1990-08-31,AMGN,1990-08-31 00:00:00,1990-10-12 00:00:00,1990-10-12 00:00:00,9677.0,1.55,1.526,1.46,1.476,-483.8500000000004
1990-08-31,MSFT,1990-08-31 00:00:00,1990-10-12 00:00:00,1990-10-12 00:00:00,24351.0,0.616,0.608,0.584,0.592,-389.6160000000003
1990-10-15,AMGN,1990-10-15 00:00:00,1990-11-26 00:00:00,1990-11-26 00:00:00,10338.0,1.451,1.468,1.839,1.831,3752.694
1990-10-15,MSFT,1990-10-15 00:00:00,1990-11-26 00:00:00,1990-11-26 00:00:00,26042.0,0.576,0.584,0.697,0.689,2734.4099999999994
1990-11-27,AMGN,1990-11-27 00:00:00,1991-01-09 00:00:00,1991-01-09 00:00:00,8095.0,1.853,1.897,2.02,2.045,1198.0599999999993
1990-11-27,MSFT,1990-11-27 00:00:00,1991-01-09 00:00:00,1991-01-09 00:00:00,21008.0,0.699,0.714,0.746,0.746,672.2560000000005
